state_code,state_name,bill_name,keep,source,summary
IA,Iowa,SF110,1,Iowa state legislature,"This bill creates a private right of action for gender-transition procedures performed on a minor. The bill provides that a medical practitioner who performs a gender-transition procedure in this state on an individual who is less than 18 years of age shall be liable to the individual if injured, including any physical, psychological, emotional, or physiological harms, by such procedure, related treatment, or subsequent effects of the procedure or treatment. An individual who receives a gender-transition procedure from a medical practitioner, or the individual’s representative, has 30 years after the date the individual turned 18 years of age to bring a civil action against such medical practitioner for declaratory or injunctive relief, compensatory damages, punitive damages and attorney fees and costs. The bill provides that no state law shall require a medical practitioner to perform a gender-transition procedure and that any medical practitioner that performs a gender-transition procedure on an individual in this state shall be ineligible to receive any funding from the department of health and human services."
IA,Iowa,HF190,1,Iowa state legislature,This bill removes gender identity as a protected class and defines “sex” to mean a person’s biological sex as either male or female.
IA,Iowa,SSB1197,0,,
IA,Iowa,SF297,0,,
IA,Iowa,HF9,0,,
IA,Iowa,SF335,0,,
IA,Iowa,SF129,0,,
IA,Iowa,HSB214,0,,
IA,Iowa,SF83,0,,
IA,Iowa,HSB222,0,,
IA,Iowa,HF180,0,,
IA,Iowa,HF8,0,,
IA,Iowa,SF538,0,,
IA,Iowa,HSB208,0,,
IA,Iowa,HF616,0,,
IA,Iowa,HF348,0,,
IA,Iowa,SF212,0,,
IA,Iowa,SF159,0,,
IA,Iowa,HF482,0,,
IA,Iowa,HF325,1,Iowa state legislature,"This bill relates to gender identity and sex under the Iowa civil rights Act. The bill amends the definition of “gender identity” to only include persons who have reached the age of majority. The bill defines “sex” as the biological sex designation on a person’s birth certificate. The sex designation is determined by reproductive anatomy and chromosomes of a person. The bill provides in instances where there is a conflict of accommodation between a person who identifies with the sex designation given at birth and a person who does not, the person who identifies with the sex designation given at birth shall not be unduly burdened by the accommodation made for the person who does not identify with the sex designation given to the person at birth."
IA,Iowa,HF508,1,Iowa state legislature,"This bill relates to protecting religious liberty and state sovereignty relating to marriage The bill provides that the state of Iowa recognizes freedom of religion as an unalienable right and recognizes the institution of marriage as a sacredr eligious sacrament that is inextricably and fundamentally bound with free exercise of that  right. This bill defines marriage to be the union between one male and female. Therefore, no resident of Iowa shall be compelled, coerced, or forced to recognize any same-sex unions or ceremonies of marriage. "
IA,Iowa,HF290,1,Iowa state legislature,"This bill defines the terms “gender” and “sex”, when used in reference to gender, to mean the biological sex designation of male or female on a person’s birth certificate. Therefore, when a Code section refers to gender or sex in reference to its inclusion on an application, license, or other document, the listed gender or sex must comply with the bill’s definition. In additon, the bill specifies that the state or any governmental body is not allowed to list a person's gender or sex designation on any application, form, list or license."
IA,Iowa,SF348,1,Iowa state legislature,"This bill relates to minors present at drag shows. The bill provides that no minors shall be present at or view a drag show at a place of business. A person over 18 years of age who knowingly brings a minor to a drag show at a place of business shall be guilty of a misdemeanor. A place of business that allows a minor to be present at or view a drag show hosted in the place of business will be fined. An owner, manager, or person who exercises direct control over a place of business who knowingly allows a minor to be present or view a drag show will be guilty of a serious misdemeanor. This bill provides that no state agency or public entity that receives state funds shall use such funds to host a drag show. This bill also provides that a parent or a legal guardian of a minor may institute a civil action for damages for each violation of the bill and shall be awarded court costs and reasonable attorney fees if the parent or legal guardian is the prevailing party. "
ID,Idaho,HB265,1,Iowa state legislature,"This bill adds to existing law to provide that certain persons and institutions must take reasonable steps to restrict the access of minors in certain instances. This bill provides for a civil action in certain instances, and prohibits the use of public facilities and public assets for sexual exhibitions."
ID,Idaho,SB1100,1,Iowa state legislature,"This bill ensures that public schools maintain separate bathrooms, locker rooms, showers, dressing areas, and overnight accommodations for biological boys and biological girls. Additionally, the school would need to provide reasonable accommodations for any student who is unwilling or unable to use a multi-occupancy facility designated for his or her sex. Express exemptions are provided for certain situations, including when a person of the other biological sex needs to enter the facility to provide medical assistance, clean the facility, or in cases of ongoing safety emergency or natural disaster"
ID,Idaho,SB1071,1,Iowa state legislature,The purpose of this legislation is to prohibit sex education of all types prior to the 5th grade within the school system by amending section 33-1611. The goal is to protect the innocence of our children in the most formative years of their life.
ID,Idaho,SB1016,1,legiscan,"This bill amends existing law to provide that a public works contractor shall not be required to provide access to a multiple-occupancy restroom, multiple-occupancy shower facility, or multiple-occupancy changing room on any basis other than sex."
ID,Idaho,HB63,1,https://idahofreedom.org/house-bill-63-counselors-therapists-principles/,This bill would recognize that professional counselors and marriage and family therapists have the right not to provide services that go against their sincerely held principle
ID,Idaho,HB71,1,https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2023/legislation/H0071SOP.pdf,"This bill would prohibit puberty blockers, cross-sex hormones, and sex reassignment surgeries for children under the age of 18 when administered or performed for the purpose of changing the appearance of a child's sex. These medical and surgical interventions can cause irreversible physical alterations; and some render the patient sterile or with lifelong sexual dysfunction, while others mutilate healthy body organs. This legislation also provides for exemptions for medically necessary uses of these drugs and procedures."
ID,Idaho,S1003,1,https://openstates.org/id/bills/2023/S1003/,"This bill amends existing law to provide that a bidder, offeror, contractor, or subcontractor shall not be required to provide access to a multiple occupancy restroom, multiple occupancy shower facility, or multiple occupancy changing room on any basis other than biological sex."
IN,Indiana,HB1589,1,fast democracy,This bill allows a claimant to bring a medical malpractice claim regarding gender transition treatment within 15 years after the individual becomes 21 years of age.
IN,Indiana,HB1524,1,fast democracy,This bill provides that the gender listed on an individual's birth certificate and permanent record made from the birth certificate may not be changed. This bill also specifies certain exceptions.
IN,Indiana,HB1569,1,fast democracy,"This bill provides that the department of correction may not authorize the payment of any money, the use of any state resources, or the payment of any federal money administered by the state to provide or facilitate the provision of sexual reassignment surgery to an offender patient."
IN,Indiana,HB1520,1,fast democracy,This bill makes it a Class B misdemeanor if a male knowingly or intentionally enters a restroom that is designated to be used only by females or a female knowingly or intentionally enters a restroom that is designated to be used only by males. This bill provides for certain defenses.
IN,Indiana,HB1231,1,fast democracy,"This bill prohibits specified health care professionals from providing gender transition procedures to a minor that are intended to alter the gender of the minor or delay puberty. This bill provides for certain medical exceptions. This bill also prohibits public funds, Medicaid, or a health carrier from providing reimbursement or coverage for gender transition procedures to a minor and creates a civil cause of action. "
IN,Indiana,HB1232,1,fast democracy,"This bill provides that the department of child services may not classify a report of child abuse or neglect as substantiated, and a child may not be removed from the child's parent, guardian, or custodian, solely on the basis of the parent, guardian, or custodian referring to and raising the child consistent with the child's biological sex or declining to consent to the child receiving a specified medication, a medical procedure the purpose of which is to alter the apparent gender or sex of the child or affirm the child's perception of the child's gender or sex in a manner inconsistent with the child's biological sex, or counseling or other mental health services the purpose of which is to affirm the child's perception of the child's gender or sex if the child's perception is inconsistent with the child's biological sex."
IN,Indiana,HB1346,1,fast democracy,"This bill provides that a school may not promote or encourage the use of, or require, compel, or coerce a student, an employee of the school, or a staff member of the school to use a pronoun, title, or other word to identify a student, school employee, or other individual that is inconsistent with the student's, employee's, or individual's biological sex or a name or nickname to identify a student that is inconsistent with the student's name on the student's birth certificate. This bill provides that a school may not require an employee or a staff member of the school to adopt, support, or promote gender fluidity."
IN,Indiana,SB386,1,fast democracy,"This bill provides that a school corporation or qualified school shall not promote certain concepts as part of a course of instruction or in a curriculum or instructional program, or allow teachers or other employees to use supplemental learning materials to promote certain concepts regarding age, sex, gender identity, sexual orientation, race, creed, color, marital status, familial status, mental or physical disability, religion, or national origin. This bill also requires a request to meet with a teacher for certain complaints and requires each school corporation or qualified school to establish grievance procedures for certain complaints. This bill provides that, if a parent of a student or a student, if the student is an adult or an emancipated minor, is not satisfied with a final decision, the parent or student may submit a request to the secretary of education (secretary) to review the complaint and decision. This bill also provides that the secretary's decision is a final order and is appealable and requires the department of education to create guidance materials and professional development materials for use by school corporations, qualified schools, and teachers."
IN,Indiana,SB480,1,fast democracy,This bill prohibits a physician or other practitioner from knowingly providing gender transition procedures to an individual who is less than 18 years of age (minor) and aiding or abetting another physician or practitioner in the provision of gender transition procedures to a minor. The bill specifies certain medical exceptions and establishes civil enforcement actions.
IN,Indiana,HB1407,1,fast democracy,"This bill provides that the state of Indiana, a political subdivision or other governmental entity of the state of Indiana, a government official, or any other person acting under the color of law shall not infringe on the fundamental right of a parent to direct the upbringing, education, health care, and mental health of the parent's child without demonstrating that the infringement: (1) is required by a compelling governmental interest of the highest order as long recognized in the history and traditions of the state of Indiana; and (2) as applied to the child, is narrowly tailored and not otherwise served by a less restrictive means. This bill also creates a right of action for violation of a parent's rights with respect to the upbringing, education, and health care of the parent's child. This bill provides that a child is not a child in need of services due to the child's parent, guardian, or custodian: (1) referring to and raising the child consistent with the child's biological sex; or (2) declining to consent to the child receiving: (A) specified medication; (B) a medical procedure the purpose of which is to alter the apparent gender or sex of the child or affirm the child's perception of the child's gender or sex in a manner inconsistent with the child's biological sex; or (C) counseling or other mental health services the purpose of which is to affirm the child's perception of the child's gender or sex if the child's perception is inconsistent with the child's biological sex. The bill also provides that if the juvenile court finds that a child is a child in need of services because the child substantially endangers the child's own or another's health, the court shall release the child to the child's parent, guardian, or custodian and may not enter a dispositional decree ordering removal of the child, unless: (1) the court also finds that the child is a child in need of services for another reason; or (2) the parent, guardian, or custodian consents to the child being removed from the child's home. The bill additionally specifies that the parental rights and responsibilities do not: (1) authorize a parent to: (A) abuse or neglect a child; or (B) make the decision to end the child's life; or (2) prohibit a court from issuing an order that is otherwise permitted by law. "
IN,Indiana,HB1608,1,fast democracy,"This bill provides that a school, an employee or staff member of a school, or a third party vendor used by a school to provide instruction may not provide any instruction to a student in kindergarten through grade 3 on human sexuality. The bill also provides that a school employee or a school staff member is not prohibited from responding to a question from a student regarding certain topics and provides that an employee or staff member of a school may only use a name, pronoun, title, or other word to identify a student that is inconsistent with the student's sex if the student, who is an adult or an emancipated minor, or the parent of an unemancipated minor requests in writing the use of a specific name, pronoun, title, or other word to identify the student. This bill additionally provides that a request must be submitted at the beginning of a school year and requires a school to notify the parent of a certain student of a request made by the student to change the student's name, pronoun, title, or other word to identify the student that is inconsistent with the student's sex. The bill also provides that a school may not discipline an employee or staff member of the school for using a name, pronoun, title, or other word to identify a student that is consistent with the student's legal name."
IN,Indiana,SB354,1,fast democracy,"This bill provides that a: (1) school that seeks state accreditation; and (2) national or regional accreditation agency that seeks to be recognized by the state board of education (state board); must complete and submit the applicable application form established by the state board. The bill requires the state board to do the following: (1) Not later than six months after the date a completed application is submitted, approve or deny the accreditation or recognition. (2) If the state board denies an accreditation or recognition, send notice to the school or national or regional accreditation agency stating the reasons for the denial. The bill also requires the department of education to post a copy of the application forms on the department's website. This bill requires a public school, including a charter school, to notify the parent of an unemancipated minor, if the student: (1) makes a certain disclosure concerning the student's gender identity or gender expression to an employee or staff member of the school; or (2) changes, expresses a desire to change, or makes a request to change the student's name, attire, or pronoun, title, or word to identify the student in a manner that is inconsistent with the student's biological sex at birth. This bill additionally requires an employee or staff member of a school to report to the school a disclosure or information described in these provisions to the school."
IN,Indiana,HB1118,1,fast democracy,"This bill prohibits specified health care professionals from performing, or causing to be performed, certain medical procedures on a minor or subjecting a minor to certain activities that purposely attempt to change, reinforce, or affirm a minor's perception of the minor's own sexual attraction or sexual behavior, or attempt to change, reinforce, or affirm a minor's gender identity when the identity is inconsistent with the minor's biological sex."
IN,Indiana,HB1525,1,fast democracy,"This bill prohibits specified health care professionals from performing certain medical procedures on a minor or prescribing, administering, or furnishing certain drugs to a minor that purposely attempt to change, reinforce, or affirm a minor's perception of the minor's own sexual attraction or sexual behavior, or attempt to change, reinforce, or affirm a minor's gender identity when the identity is inconsistent with the minor's biological sex."
IN,Indiana,SB351,1,handwritten,"This bill defines ""sex"" for purposes of birth certificates as the biological indication of a male or female in terms of their reproductive potential or capacity as well as genitalia present at birth. Thi bill disregards a person's psychologically chosen sex. "
IN,Indiana,SB487,1,fast democracy,"This bill provides that the department of correction shall assign an offender, including a delinquent offender, to a facility or program that is based on the offender's biological sex at birth in accordance with the offender's genetics and reproductive biology."
IN,Indiana,SB413,1,fast democracy,"This bill requires a governing body of a school corporation to adopt procedures to require schools to notify a parent of an unemancipated minor student regarding the: (1) student's services, support, or monitoring related to the student's social emotional, behavioral, mental, or physical health; or (2) school's ability to provide a safe and supportive learning environment for the student. The bill establishes requirements and restrictions regarding the procedures and prohibits school corporation personnel or a third party vendor that contracts with a school corporation from providing instruction on sexual orientation or gender identity: (1) to any students of the school corporation enrolled in kindergarten through grade 12; or (2) in a manner that is not age appropriate or developmentally appropriate for students in accordance with state law. This bill also establishes requirements regarding: (1) student support services training; (2) notifying parents of social emotional, behavioral, mental, and physical health services or support offered by a school corporation and the parent's option to withhold consent or decline any of those health services or support; and (3) administering a social emotional, behavioral, mental, or physical health personal analysis or evaluation, questionnaire, screening, survey, or assessment to an unemancipated minor student enrolled in kindergarten through grade 12. The bill requires a school corporation to notify the parent of each student enrolled in a school maintained by the school corporation if the school corporation permits a student of that school to use a multiple occupancy restroom or locker room that is designated for a sex that is not the student's biological sex. The bill also requires a school corporation to: (1) establish a grievance procedure for a violation of the provisions; and (2) post the grievance procedure on the school corporation's website. This bill provides that a parent who is not satisfied with a decision by a school principal or principal's designee regarding a complaint by the parent may request the department of education (department) to review the complaint and decision and provides that a parent of a student may bring a civil action against the school corporation for a violation of the provisions. The bill requires, not later than May 30, 2024, the department to adopt or update, as necessary and as approved by the state board of education, certain student services, personnel guidelines, standards, frameworks, practices, and principles."
IN,Indiana,HB1220,1,fast democracy,This bill prohibits a physician or other practitioner from knowingly providing gender transition procedures to an individual who is less than 18 years of age (minor) that are intended to alter the gender of the minor or delay puberty and provides for certain medical exceptions. The bill establishes civil enforcement actions.
KS,Kansas,SB201,1,fast democracy,"This bill would prohibit monies appropriated from the State General Fund or any special revenue fund to be expended for the production or performance of any drag show that has a primary audience consisting of individuals under 18 years of age. A violation of the bill would be a class B nonperson misdemeanor and any state agency or political subdivision would be prohibited from receiving monies from the State General Fund or any special revenue funds for three years after an officer, employee, or agent was convicted of a violation of the bill."
KS,Kansas,HB2427,1,fast democracy,"This bill would require each school district to adopt a policy requiring separate overnight accommodations to be provided for students of each biological sex for travel sponsored by the school district that requires overnight stays. Students who report a violation and then are subject to retaliation or other adverse action by a school district or its employees would have a private cause of action for injunctive relief, damages, and other available relief which would have a two- year statute of limitations. Prevailing students would be entitled to monetary damages, including psychological, emotional, and physical harm suffered, reasonable attorney fees, and other appropriate relief. The term “biological sex” would be defined by reproductive potential or capacity without regard to a student’s psychological, chosen, or subjective experience of gender. School district sponsored travel would include travel sponsored by a school in the school district organized by any school club, through communication facilitated by the school, and through fundraising activities conducted by school district employees or on school property."
KS,Kansas,SB180,1,fast democracy,This bill would establish the Women’s Bill of Rights and provide a meaning of biological sex for purposes of statutory construction. The bill would set intermediate constitutional scrutiny as the standard of judicial review to be applied with regard to laws and rules and regulations that distinguish between the sexes and would identify those areas where distinction between the sexes would be related to important governmental objectives. The bill also would require certain entities that collect vital statistics for the purposes outlined in the bill to identify each individual who is part of the collected data set as either male or female at birth.
KS,Kansas,SB149,1,fast democracy,"This bill would expand the definition of crimes related to obscene performances to include drag performances. A first conviction would be a class A nonperson misdemeanor and a subsequent conviction would be a severity level 9, person felony. The bill would establish definitions of what constitutes a drag performance."
KS,Kansas,SB12,1,fast democracy,"This bill would create the Kansas Child Mutilation Prevention Act and would define the crime of unlawful gender reassignment service. The bill lists specific acts that would be considered knowingly performing, or causing to be performed, unlawful gender reassignment service upon a person under 21 years of age for the purpose of attempting to change or affirm the person’s perception of the person’s sex, if that perception is inconsistent with the person’s sex. This bill categorizes unlawful gender reassignment service as a severity level four, person felony. The bill would allow for exceptions in certain cases where a person was born with a medically verifiable disorder of sex development. "
KS,Kansas,HB2404,0,NA ,"NA, does not relate to our topic"
KS,Kansas,SB207,1,fast democracy,"This bill would prohibit a school district employee or independent contractor from knowingly addressing, identifying, or referring to a student by a pronoun that differs from the student’s biological sex, unless the school district has written permission from the student’s parent or guardian. A school district could not require any employees or independent contractors to address a student with a pronoun that differs from the students’ biological sex if it is contrary to the employee’s or contractor’s moral or religious beliefs. The bill would require each school district to implement a policy to implement provisions of the bill."
KS,Kansas,HB2263,1,fast democracy,"This bill would amend a provision in the Pharmacy Act of the State of Kansas to allow pharmacy technicians to administer vaccinations and would create the Kansas Child Mutilation Prevention Act (Act). In regard to the administration of vaccines, the bill would add pharmacy technicians, at least 18 years of age and under the direct supervision and control of a pharmacist, to the list of those authorized to administer vaccinations after successfully completing a course of study and training in vaccination    storage,   protocols,     injection technique, emergency procedures, recordkeeping, and cardiopulmonary resuscitation (CPR). In regard to the Kansas Child Mutilation Prevention Act, the bill would allow an individual who had gender reassignment service performed as a child to bring a civil cause of action under the Act against the physician who performed such service. The bill would establish the statute of limitations for such cause of action, the medically verifiable disorders of sex development to which the Act would not apply, the relief that could be sought, and the time frame to which the Act would apply. The provisions of the Act would not apply if the child was born with a medically verifiable disorder of sex development, as defined in the bill. The bill also would require the Kansas State Board of Healing Arts (Board) to revoke the license of a physician who performed a childhood gender reassignment service."
KS,Kansas,SB255,1,fast democracy,"This bill would require each school district to adopt a policy requiring separate overnight accommodations to be provided for students of each biological sex for travel sponsored by the school district that requires overnight stays. Students who report a violation and then are subject to retaliation or other adverse action by a school district or its employees would have a private cause of action for injunctive relief, damages, and other available relief which would have a two-year statute of limitations. Prevailing students would be entitled to monetary damages, including psychological, emotional, and physical harm suffered, reasonable attorney fees, and other appropriate relief. The term “biological sex” would be defined by reproductive potential or capacity without regard to a student’s psychological, chosen, or subjective experience of gender. School district sponsored travel would include travel sponsored by a school in the school district organized by any school club, through communication facilitated by the school, and through fundraising activities conducted by school district employees or on school property."
KS,Kansas,SB224,0,NA ,"NA, does not relate to our topic"
KS,Kansas,SB233,1,fast democracy,"This bill would create the Kansas Child Mutilation Prevention Act (Act). The bill would allow an individual who had gender reassignment service performed as a child to bring a civil cause of action under the Act against the physician who performed such service. The bill would establish the statute of limitations for such cause of action, the medically verifiable disorders of sex development to which the Act would not apply, the relief that could be sought, and the time frame to which the Act would apply. The provisions of the Act would not apply if the child was born with a medically verifiable disorder of sex development, as defined in the bill. The bill also would require the Kansas State Board of Healing Arts (Board) to revoke the license of a physician who performed a childhood gender reassignment service."
KS,Kansas,HB2238,1,fast democracy,"This bill would require interscholastic, intercollegiate, intramural, or club athletic teams or sports that are sponsored by public educational entities or any school or private postsecondary educational institution whose students or teams compete against a public educational entity to be expressly designated based on biological sex."
KS,Kansas,SB228,0,NA ,"NA, does not relate to our topic"
KY,Kentucky,SB102,1,fast democracy,"This bill creates new sections of KRS Chapter 158 to define terms, make legislative findings and declarations on the rights of parents as it relates to public schools and establish a standard to protect those rights, and requires public schools to establish a process to receive complaints of violations. This bill also creates a cause of action for violations and establish limitations, establishes specific parental rights as related to public schools, and requires public schools to adopt policies to protect those rights. The bill requires the Kentucky Department of Education to eliminate administrative regulations in violation and develop recommended policies to public schools for compliance. The bill makes findings and declarations related to privacy of parents and children and require public schools to adopt policies to safeguard those rights and establishes a cause of action for a child encountering a person of the opposite biological sex while in a location where there is a reasonable expectation of bodily privacy. The bill also creates a cause of action for those who are forced by a public school to share private quarters with specific people of the opposite biological sex and provide exclusions and makes findings and declarations relating to controversial subject matter in common schools. The bill would establish a parental right of not having a child indoctrinated into any political position or being involved in advocacy in a controversial subject matter. The bill would also establish limitations on school personnel related to instruction and discussion on sexual orientation, sexual preference, or gender expression as well as establish limitations on school personnel advocacy in the scope of employment and actions based on the immutable characteristics of students. This bill prohibits compelling school personnel to advocate for or against anything in opposition to sincerely held beliefs and convictions and requires public schools to adopt enforcement policies. The bill establishes a parental right to expect a child not be exposed to or given access to harmful to minors, pervasively vulgar, or obscene matter or performance or obscene imagery representing minors. The bill requires that public schools adopt policies to protect that right by making those materials and performances inaccessible and prohibit matters and performances harmful to minors, drag performances, pervasively vulgar performances, obscene performances, and any performance involving sexual conduct, nudity, or stripping. The bill provides that none of the materials identified shall be deemed to have educational value for minors."
KY,Kentucky,HB58,1,fast democracy,This bill prohibits discrimination against medical care providers who decline to perform procedures that violate their conscience and grants providers the right not to participate in or pay for services that violate their conscience. The bill exempts providers from liability for exercising these rights and establishes a civil cause of action for persons injured by violations of these provisions.
KY,Kentucky,HB470,1,fast democracy,"This bill states that the provision of gender transition services to a person under the age of 18 years by a health care provider or mental health care provider is unethical and unprofessional conduct. The bill requires an investigation of any report of provision of gender transition services to a person under the age of 18 years and requires revocation of the provider's license if confirmed and termination of public funding for a public employee. The bill also requires that providers be jointly and severally liable for all damages and costs sustained for providing gender transition services or aiding and assisting a person under the age of 18 years to consider or to obtain gender transition services and provides defense to providers refusing to provide services. The bill makes failure to report provision of gender transition services a crime and permits an action on a violation to be taken by the parent or guardian of a person before the person attains the age of 18 years and by the person within 30 years of the person attaining the age of 18 years, with exceptions under which the time may be longer. The bill also requires conditions for actions and damages and prohibits use of public funds for gender transition services. The bill also prohibits a provider employed by a public agency to provide include gender transition procedures and permits the Attorney General to bring action to enforce provisions."
KY,Kentucky,HB30,1,fast democracy,"This bill establishes legislative findings and ensures that student privacy exists in school restrooms, locker rooms, and shower rooms. This bill requires students born male to use only those facilities designated to be used by males and students born female to use only those facilities designated to be used by females and requires schools to provide the best available accommodation to students who assert that their gender is different from their biological sex. The bill identifies consequences for using facilities designated for the opposite biological sex."
KY,Kentucky,HB120,1,fast democracy,"This bill prohibits the provision of or referral for gender transition procedures to any child under the age of 18 years and defines a violation as unprofessional conduct and acting recklessly for purposes of tort claims. The bill permit an action on a violation to be taken by the parent or guardian of the child before the child attains the age of 18 years and by the child within 30 years of the child attaining the age of 18 years, with exceptions under which the time may be longer. The bill requires conditions for actions and damages, prohibits public funds to be used for the provision of or referral for gender transition procedures to a child under the age of 18 years, prohibits health care services provided under state, local, or county government to include gender transition procedures to a child under the age of 18 years, and prohibits tax exemption for gender transition procedures. The bill also prohibits a person or entity from aiding or abetting the performance or inducement of gender transition procedures to a child under the age of 18 years, but exempt speech protected by the First Amendment to the Constitution of the United States and exempt a parent of such child; permit the Attorney General to bring action to enforce provisions. The bill prohibits Medicaid coverage of gender transition procedures for a child under the age of 18 years and prohibits health benefit plan coverage, including federal government health plans, for gender transition procedures for a child under the age of 18 years and any requirement for coverage of gender transition procedures. The bill additionally prohibits tax exemption for gender transition procedures."
KY,Kentucky,SB145,1,fast democracy,This bill provides that nonresident students that enroll after grade 9 and participate in a varsity sport shall be ineligible to participate in interscholastic athletics for one year unless participation is permitted pursuant to a transfer rule adopted by the Kentucky Board of Education or the agency designated to manage interscholastic athletics. The bill authorizes the board or designated agency to promulgate administrative regulations necessary to carry out the paragraph.
KY,Kentucky,HB177,1,fast democracy,"This bill provides for parental rights and establishes that no governmental entity shall substantially burden the rights of parents unless required by a compelling governmental interest of the highest order and in the least restrictive means. The bill establishes specific rights of parents, with some limitations and provides that specific governmental employees shall not encourage or coerce a child to withhold information from a parent. The bill recognizes additional rights beyond those enumerated and requires local boards of education or boards of directors of public charter schools to adopt specific policies to promote involvement of parents in education. The bill allows the Kentucky Department of Education to provide consultation and model policies that shall not be binding on schools. The bill requires a report from the Kentucky Department of Education on the consultation and model policies provided to schools and requires obtaining parental consent prior to procuring, soliciting to perform, arranging for the performance of, providing a referral for, or providing medical or mental health services to a child. The bill requires verification of identity for remote parental consent and establishes limits of the applicability of the requirement. The bill provides a procedure for requesting, inspecting, and reviewing specific information held by a school district or public charter school and establishes the conditions required for providing medical or mental health services to a minor without consent of the parent or legal guardian."
KY,Kentucky,SB115,1,fast democracy,This bill is related to adult-oriented businesses and the need for their regulation. The bill establishes distance parameters for the location of adult-oriented businesses in proximity to identified entities and locations and establishes transition provisions for existing businesses. The bill affirms the authority of local governmental units to supplement regulation of adult-oriented businesses.
KY,Kentucky,HB585,1,fast democracy,"This bill requires the biological sex designation on a birth certificate to be either male or female and prohibit a nonbinary or any symbol representing a nonbinary designation including the letter ""X."""
KY,Kentucky,SB150,1,fast democracy,"This bill requires specific parental notifications from public schools, requires school districts to adopt specific procedures related to parental rights, and limits authority of the Kentucky Board of Education and Kentucky Department of Education in relation to parental rights and a student's use of pronouns. The bill also prohibits district or school policies with the intent of keeping student information confidential for parents and prohibits a school district from requiring school personnel or pupils to use pronouns for students that do not conform to that student's biological sex. The bill provides school districts and district personnel authority to seek emergency medical services for a student and provides conditions for student confidentiality. The bill also establishes requirements for any public school's course, curriculum, or program on the subject of human sexuality."
LA,Louisianna,HB81,1,fast democracy,"This bill requires public school employees to use certain names and pronouns for students unless parents provide written permission to do otherwise. The proposed law requires school employees to use the name for a student that is listed on the student's birth certificate unless the student's parent provides written permission to do otherwise and use the pronoun for a student that aligns with the student's sex unless the student's parent provides written permission to do otherwise. The proposed law provides that an employee shall not be required to use pronouns for any person that differ from the pronouns that align with that person's sex if doing so is contrary to the employee's religious or moral convictions. The proposed law defines ""employee"" as any individual working in any capacity at a public school, whether paid or as a volunteer, including but not limited to teachers and other school employees, school bus operators, extracurricular personnel, and independent contractors and defines ""sex"" as a person's biological sex as listed on the person's original birth certificate. The proposed law shall not shall be construed to prohibit employees from discussing matters of public concern outside the context of their official duties. Any individual aggrieved by a violation of proposed law may seek relief. Each public school governing authority shall adopt policies for proposed law implementation."
MA,Massachussetts,H458,0,,
MA,Massachussetts,H509,0,,
MD,Maryland,HB359,1,fast democracy,This bill requires certain interscholastic and intramural junior varsity and varsity athletic teams or sports sponsored by certain schools to be expressly designated based on biological sex. The bill prohibits certain entities from taking certain adverse actions against a school or county board of education for maintaining separate interscholastic and intramural junior varsity and varsity athletic teams and sports for students of the female sex. The bill provides that certain individuals have the right to bring a civil action under certain circumstances.
ME,Maine,LD930,0,,
ME,Maine,HP577,0,,
ME,Maine,HP447,0,,
ME,Maine,LD678,0,,
MI,Mississippi,HB4257,0,,
MI,Mississippi,HB4195,0,,
MI,Mississippi,HB4075,0,,
MN,Minnesota,SF724,0,,
MN,Minnesota,HF1086,1,fast democracy,A member of the male sex is prohibited from participating in interscholastic or intramural athletics that are designed for members of the female sex in a public elementary or secondary school or school that is a member of the Minnesota State High School League. 
MN,Minnesota,HF3022,0,,
MN,Minnesota,SF933,0,,
MN,Minnesota,HF551,1,fast democracy,"This bill states that only students of the female sex may participate in an elementary or secondary school level athletic team or sport that an educational institution has restricted on the basis of sex to women or girls. This bill provides that if there is a dispute as to whether a student is of the female sex, the student must present a signed physician's statement indicating the student's sex based on the student's internal and external reproductive anatomy, the student's naturally occurring level of testosterone, and an analysis of the student's chromosomes."
MN,Minnesota,HF1903,0,,
MO,Missouri,SB134,1,fast democracy,"This act establishes the ""Vulnerable Child Compassion and Protection Act"", which prohibits any school official at a public or charter school from encouraging a student under the age of eighteen years old to adopt a gender identity or sexual orientation. This prohibition shall not apply to certain course components of a school's curriculum. The act additionally creates provisions to prohibit a school official from withholding information regarding a student's gender identity from the student's parent. A school official shall inform a student's parent within twenty-four hours if the student expresses confusion about their gender identity or requests to use personal pronouns that differ from their sex as registered by their parent during enrollment. A school official shall obtain parental consent before encouraging a student to wear certain items of clothing and before allowing a student to use a name other than the name provided by the parent when registering the student for school. Finally, a school official shall not encourage a student to pursue gender reassignment therapy or surgical procedures. A teacher who violates these provisions shall face charges of incompetence, immorality, and neglect of duty under the laws governing the discipline of holders of certificate of license to teach. A parent of a minor child may bring a civil action against a school district or public school that violates the provisions of the act, and the attorney general may bring a civil action against any school district or public school that violates the provisions of the act."
