,bill_id,model_summary
124,MS HB1258,"['This act provides for the purposes of this act the following terms shall have the meanings ascribed herein. This act provides for the biological indication of male and female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth. This act provides for the psychological behavioral social and cultural aspects of being male or female gender reassignment surgery.', 'gender transition procedures are not intended to provide medical services to persons born with medically verifiable disorder of sex development or genital or non genital zing features that are typical for the individuals biological sex. This includes medical services that provide puberty blocking drugs cross sex hormones or other mechanisms to promote the development of fe mini zing or masculin zing features that are typical for the individuals biological sex.', 'This bill prohibits the state of mississippi from providing gender transition procedures to any person under twenty one years of age. The bill prohibits the state of mississippi from providing gender transition procedures to any person under twenty one years of age.', 'if the child commits one of the proscribed acts in subsection bor of this section upon another child then the original jurisdiction of such offenses shall be in youth court if the childs deprivation of necessary clothing shelter healthcare or supervision appropriate to the child sage results insubstantial harm to the childs physical mental or emotional health the person may be sentenced to imprisonment in custody of the department of corrections for not more than five years or to payment of fine of not more than five thousand dollars or both.', 'a parent legal guardian or other person who permits the continuing physical or sexual abuse of child is guilty of felonious child abuse in the following circumstances whether bodily harm results or not if the person shall intentionally knowingly or recklessly burn any child ii physically torture any child strangle chokes mother or in anyway interfere with any childs breathing iv poison child starve child of nourishment needed to sustain life or growth vi use any type of deadly weapon upon any child bif some bodily harm to any child actually occurs', 'This bill prohibits any person from having right to trial by jury when charged with having violated the provisions of this bill or is guilty of child endangerment or is guilty of child endangerment or is guilty of child endangerment or is guilty of child endangerment or is sentenced to imprisonment for not more than twenty years or to payment of fine of not more than twenty thousand dollars. This bill prohibits any person from disciplining that child or guardian from disciplining that child if done in reasonable manner.', 'This bill prohibits any person from having right to trial by jury when charged with having violated the provisions of this bill. The bill prohibits any person from having right to trial by jury if charged with having violated the provisions of this bill. The bill prohibits any person from having right to trial by jury if charged with having violated the provisions of this bill.', 'a person of child g custodian means any person having the present care or custody of a child, whether such person be parent or otherwise hb no hr official hr page g tewo official hr page g tewo official hr page g tewo official hr page g tewo official hr page g tewo official means a person of child g custodian or a child is a child who has committed delinquent act of the child who is a parent or a child who has the present care or custody of a child who has the . a person of . a parent or other . a person of . a person of . a person of . a person of . a person of .', 'This bill prohibits the administration from providing a child with a physical or physical condition that is not a child in need of supervision. The bill prohibits the administration from providing a child with a physical or physical condition.', ""This bill provides a legal guardian for the physical and legal custody of the child or children by a person who is a parent or a child who is ineligible for a court appointed attorney bb assessment. The bill provides a legal guardian for the physical and legal custody of the child or children by a person who is a parent or a child who is a parent or a child who is a parent or a child who is a parent or a child who is a child is a statutory . a child's . . the . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . "", 'This bill prohibits the use of a sexual actor crime of asexual nature against a child for financial or economic gain to obtain something of value for quid pro quo exchange of property or for any other purpose. This bill prohibits the use of a sexual actor crime of asexual nature to obtain something of value for quid pro quo exchange of property or other services related to meeting the needs of the child.', 'This bill prohibits the public from providing or ensuring adequate care for minor under the age of sixteen . The bill prohibits the public from providing or ensuring adequate care for minor under the age of sixteen .', 'This bill requires that the department of child protection services report a sex crime against the minor to the extent known to the reporter the following the name and address of the minor victim ii the name and address of the minors caretaker any other pertinent information known to the reporter . the bill requires that the state of mississippi report a sex crime against the minor by following a reporting procedure that is imposed by state agency rule as part of li censure of any person or entity holding', 'This bill prohibits the use of public funds or tax deductions for gender transition procedures to persons under 18 years of age. This bill prohibits the use of public funds or tax deductions for gender transition procedures to persons under 18 years of age.', 'This bill prohibits the state of mississippi from imposing any applicable law that prohibits the provision of gender transition procedures to a person under twenty one years of age. This bill prohibits the provision of gender transition procedures to a person under twenty one years of age from a physician or other healthcare professional. This bill prohibits the provision of gender transition procedures to a person under twenty one years of age from a physician or other healthcare professional.', 'hb no hr official hr page g te wd business losses losses sustained during the taxable year not compensated for by insurance or otherwise incurred in trade or business or non business transactions entered into for profit ii limitations on losses from passive activities and rental real estates hall.', 'This bill provides a reasonable allowance for depreciation and for depreciation of improvements based upon cost including cost of development not otherwise deducted or fair market value as of march . This bill provides a reasonable allowance for depreciation and for depreciation of improvements based upon cost including cost of development not otherwise deducted or fair market value as of that date. The bill provides a reasonable allowance for depreciation and for depreciation of improvements based upon cost including cost of development not otherwise de', 'The Internal Revenue Code of the u.s. and any other provisions of similar purport in the Internal Revenue Code of the u.s. and any other provisions of similar purport in the Internal Revenue Code of the u.s. and any other provisions of similar purport. The plan or trust constitute apart of pension plan stock bonus plan disability or death benefit plan or profit sharing plan for the exclusive benefit of some or all of the employers employees and or officers or their beneficiaries. The plan or trust constitutes apart of pension plan stock bonus plan', 'a tax exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption for any taxable year shall be a . a tax on the . . . a tax exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption exemption', 'g te re it subsidiary shall be allowed dividend distributed deduction if its owner is publicly traded re it ii income generated from real estate contributed or sold to are it by shareholder or related party shall not give rise to dividend distributed deduction unless the shareholder or related party would have received the dividend distributed deduction under this chapter holding corporation receiving dividend from are it shall not be allowed the dividend distributed deduction under this chapter the commissioner is authorized to promulgate rules and regulations consistent with the provisions in the federal internal revenue code of as amended .', 'This bill provides a tax exemption for any person who is related to the taxpayer during the same income year. The bill provides a tax exemption for any person who is related to the taxpayer.', 'This bill prohibits the taxpayer from a portion of its income from a business or business to a portion of its income from a business or business. The bill prohibits the taxpayer from a portion of its income from a business or business to a portion of its income from a business or business. The bill prohibits the taxpayer from a portion of its income from a business or business to a portion of its income from a business or business.', 'This bill prohibits the state of mississippi from allowing a gender transition procedure for a person under 21 years of age to be a gender transition procedure for a person under 21 years of age. The bill prohibits the state of mississippi from allowing a gender transition procedure for a person under 21 years of age to be a gender transition procedure.', 'a person under the licensees care has had license or privilege to practice as registered nurse or licensed practical nurse suspended or hb no hr official hr page g te revoked in any jurisdiction has surrendered such license or privilege to practice in any jurisdiction has been placed on probation as registered nurse or licensed practical nurse in any jurisdiction has been placed under disciplinary orders in any manner as registered nurse or licensed practical nurse in any jurisdiction certified copy of the order of suspension revocation probation or disciplinary actions involving moral turpitude or a license or a . a . a . a . a . a . . a . . a . a . . a . . a . . a . . a . . a . . a ', 'This bill prohibits the Board from suspending or restricting the license or other authorization to practice as registered nurse or licensed practical nurse for up to two years without review revoking the license or other authorization to practice as registered nurse or licensed practical nurse for up to two years without review revoking the license or other authorization to practice nursing or practical nursing requiring the discipline to submit to care counseling or treatment by persons approved or designated by the board as condition for initial continued or renewed li censure or other authorization to practice nursing or practical nursing ', 'The bill prohibits the use of narcotic drugs or any other drug having addiction forming or addiction sustaining liability. The bill prohibits the use of narcotic drugs or any other drug having addiction forming or addiction sustaining liability.', 'a licensee to practice medicine hb no hr official hr page g te wc making or willfully causing to be made any flamboyant claims concerning the licensees professional excellence being guilty of any dishonorable or unethical conduct likely to deceive defraud or harm the public obtaining fee as personal compensation or gain from person on fraudulent representation of disease or injury condition generally considered incurable by competent medical authority . he refuses to divulge to the board upon', 'This bill prohibits the health care provider from providing medically appropriate treatment prescribed by physician and agreed to by fully informed insured. The bill prohibits the physician from providing written certification to the physician and prohibits the physician from providing medically appropriate treatment prescribed by physician.', 'This bill prohibits health care coverage for persons under twenty one years of age from providing gender transition procedures for persons under twenty one years of age. This bill prohibits health care coverage for persons under twenty one years of age. This bill prohibits health care coverage for persons under twenty one years of age.', 'this act hall take effect and be in force from and after july. This acts take effect from and after july. This act is in force from and after july.']"
125,MS SB2883,"[""This bill prohibits any parent guardian or other person who intentionally knowingly or recklessly commits any actor omits any duty which actor omission contributes to or tends to contribute to the neglect or delinquency of any child. This bill prohibits any parent guardian or other person who intentionally knowingly or recklessly commits any actor omits any duty which actor omission contributes to or tends to contribute to the neglect or delinquency of any child. This bill prohibits the child from a child from a child from a child from a child from a parent or other person from a child from a parent or other person who knowingly or knowingly aids any child in a child's . or . any act or ."", 'This bill prohibits the child from being abused by a parent or guardian or a parent or guardian from disciplining a child of that parent or guardian or a parent or guardian. This bill prohibits the person from disciplining a child of that parent or guardian or a parent or guardian from disciplining a child of that parent or guardian.', 'This bill prohibits any person from having right to trial by jury when charged with having violated the provisions of this bill. The bill prohibits any person from having right to trial by jury if charged with having violated the provisions of this bill.', 'this act will be in effect from and after july 1st. The act will be in effect in the district court of california and will be in effect from and after july 1st.']"
126,MS SB2861,"['This bill prohibits health care providers from requiring health care to cover and pay for the treatment of a person who is card holder and registered qualifying patient with medical cannabis that is lawful under the mississippi medical cannabis act. This bill prohibits health care providers from requiring health care to cover and pay for the treatment of a person who is card holder and registered qualifying patient with medical cannabis that is lawful under the mississippi medical cannabis act.', 'This bill prohibits mandates for gender reassignment surgery or services performed for the purpose of helping an individual with gender transition. This bill prohibits mandates for gender reassignment surgery or services performed for the purpose of helping an individual with gender transition.']"
127,MO HB540,"['The bill prohibits the bill from enacting a law that prohibits the use of gender reassignment surgery or a surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the individuals biological sex. The bill prohibits the bill from enacting a law that prohibits the use of gender reassignment surgery.', 'gender transition procedures are not limited to medical or surgical services to individuals born with medically verifiable disorder of sex development . the procedure is performed for the purpose of assisting an individual with physical gender transition .', 'This bill prohibits any person under eighteen years of age from providing gender transition procedures to any individual under eighteen years of age. The bill prohibits any person under eighteen years of age from providing gender transition procedures to any individual under eighteen years of age.', 'a physician or other healthcare professional may bring an action under sections to an individual under eighteen years of age if the individual is under other legal disability the limitation period under subdivision of this subsections hall not begin to run until the removal of the disability the limitation period under subdivision of this subsections hall not begin to run until the removal of the disability the limitation period under subdivision of this subsections hall not begin to run until the removal of the disability the limitation period under subdivision of this subsections hall not begin to run until the removal of the disability the', 'This bill enacts a provision of sections to and section of this bill that provides gender transition procedures for an individual under eighteen years of age. This bill provides gender transition procedures for an individual under eighteen years of age. This bill provides gender transition procedures for an individual under eighteen years of age.']"
128,MO HB463,"['This bill prohibits any medical or surgical service that alters or removes physical or anatomical characteristics of an individual biological sex for the purpose of gender transition. The bill prohibits any medical or surgical service that alters or removes physical or anatomical characteristics of an individual biological sex for the purpose of gender transition.', 'ir reso lv ably ambiguous such as those born with forty six xx chromosomes with virilization or forty six xy chromosomes with under virilization services provided when physician has otherwise diagnosed an individual with disorder of sexual development and determined through genetic or biochemical testing that the individual does not have normal sex chromosome structure sex steroid hormone production or sex steroid hormone action or the treatment of any infection injury disease', 'This bill prohibits any physician or healthcare provider who willfully and knowingly commit or assists any prohibited action under this bill. This bill prohibits any physician or healthcare provider who willfully and knowingly commit or assists any prohibited action under this bill. This bill prohibits any physician or healthcare provider who willfully and knowingly commit or assists any prohibited action under this bill.', 'a person who knowingly causes child who is less than eighteen years of age to suffer from abusive head trauma or to be placed in situation in which the child may suffer physical or mental injury as result of abuse or neglect . a person who knowingly causes child who is less than eighteen years of age to suffer from abusive head trauma or to be placed in situation in which the child may suffer physical or mental injury as result of abuse or neglect . a person who knowingly causes child who is less than eighteen years of', 'This bill prohibits the commission of one or more of the following criminal acts enumerated in subdivision of this bill. The bill prohibits the commission of two or more of the following criminal acts, including a felony, a felony, a felony, a felony, a felony, a felony, a felony, a felony, a felony, a felony, a felony, a felony, a felony, a felony, the .']"
129,MO HB419,"['The bill prohibits the bill from enacting the bill. The bill prohibits the bill from enacting the bill. The bill prohibits the bill from enacting the bill. The bill prohibits the bill from enacting the bill.', 'gender transition procedures are not limited to medical or surgical services to individuals born with medically verifiable disorder of sex development . the procedure is performed for the purpose of assisting an individual with physical gender transition .', 'This bill prohibits any person under eighteen years of age from providing gender transition procedures to any individual under eighteen years of age. The bill prohibits any person under eighteen years of age from providing gender transition procedures to any individual under eighteen years of age.', 'a physician or other healthcare professional may bring an action under sections to an individual under eighteen years of age if the individual is under other legal disability the limitation period under subdivision of this subsections hall not begin to run until the removal of the disability the limitation period under subdivision of this subsections hall not begin to run until the removal of the disability the limitation period under subdivision of this subsections hall not begin to run until the removal of the disability the limitation period under subdivision of this subsections hall not begin to run until the removal of the disability the', 'This bill requires the governor to sign the bill and the general assembly to approve the bill. The bill requires the governor to sign the bill and the governor to veto the bill.']"
130,MO SB49,"['This bill provides a new section to be known as the missouri save adolescents from experimentation safe act. The bill provides a new section to be known as the bill of conduct for the upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming upcoming ', 'gender transition procedures shall not include services to individuals born with medically verifiable disorder of sex development including but not limited to an individual with external biological sex characteristics that are ambiguous such as those born with forty six xx chromosomes with under virilization forty six xy chromosomes with under virilization or having both ovarian and testicular tissue services provided when physician has otherwise diagnosed an individual with disorder of sexual development . the individual does not have normal s', 'a physician or other healthcare provider may provide gender transition procedures to an individual under eighteen years of age in violation of this section. The physician may provide gender transition procedures to an individual under eighteen years of age.']"
131,MO HB192,"['This bill states that teachers have profound effect on missouri children second only to parents considering the years of education and continuous updating of knowledge that teachers undertake and achieve. This bill states that teachers be given the respect such teachers have earned and deserve teachers should not be viewed as responsible for all of society sills .', 'This bill prohibits teachers from exercising the rights of such teachers in a safe, secure and orderly environment that is conducive to learning and free from recognized hazards or hazards that are causing or likely to cause serious injury. The bill prohibits teachers from exercising the rights of such teachers in a classroom that is hostile to students of different philosophical religious or moral persuasion to teach without the fear of frivolous lawsuits.', 'school districts hall post the rights listed in this section in prominent place in each school and administrative building the school district operates and provide copy to parent of each student who attends school in such school district in form and manner approved by the school board. The rights listed in this section are in prominent place in each school district and administrative building the school district operates and provide copy to each student who attends school in such school district in form and manner approved by the school board.']"
132,MO HB489,"['The bill prohibits discrimination based on protected status. The bill prohibits discrimination based on protected status. The bill prohibits discrimination based on protected status.', 'The medical institution of higher education shall submit an annual certification before december 30 first to the state board of registration for the healing arts and the coordinating board for higher education . the institution does not require applicants to subscribe to diversity equity inclusion dei ideologies and does not discriminate against applicants who do not subscribe to dei ideologies during the application process . the institution does not require admitted students to study or subscribe to dei ideologies within the medical institution of higher education .', 'a state entity applying for federal healthcare related grant related to diversity equity inclusions hall publishes on its website all materials requirements and instructions related to the federal grant application that are in the entity possession submits copy of the grant proposal to the state board of registration for the healing arts for public posting and submits copy of the grant proposal to the state board of registration for the healing arts for public posting. the state board of registration for the healing arts publishes on its website all materials requirements and instructions related to the federal grant application that are in the entity', 'The state board of registration for the healing arts shall publish on its website on its website on december 30 first list of all the healthcare providers and medical institutions of higher education that have provided dei certification as required under sections to if any provision of sections to or the application there of to any person or circumstance is held invalid such determination shall not affect the provisions or applications of sections to which maybe given effect without the invalid provision or application.']"
133,MO SB497,"['Section rs mo is repealed and a new section enacted in lieu of a to be known as section to read as follows. The bill provides students with information regarding the possible side effects and health benefits of all forms of contraception. The bill provides students with information on contraceptives and pregnancy in manner consistent with the bill.', ""This bill provides a comprehensive curriculum that includes a curriculum that includes a curriculum that is designed to be a standardized test for the student's sexual orientation, a curriculum that is designed to be a standardized test for the student's sexual orientation, a curriculum that is designed to be a standardized test for the student's sexual orientation, a curriculum that is designed to be a standardized test for the student's sexual orientation, a curriculum that is designed to be a standardized test for the"", 'This section provides a comprehensive and comprehensive curriculum on gender identity and gender reassignment procedures for students who are not a student of the school district or charter school. The term is defined in the section abortion services performing inducing or assisting in the performance or inducing of an abortion which is not necessary to save the life of the mother or developing or dispensing drugs or devices intended to induce an abortion which is not necessary to save the life of the mother gender identity the psychological behavioral social and cultural aspects of male or female identity with or without regard to the ad . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .']"
134,MO SB258,"['This bill states that the bill prohibits the state of Missouri from allowing a spouse to marry a spouse to marry a spouse to live together as a spouse and a spouse to live together as a spouse. The bill also prohibits the state of Missouri from obtaining a marriage license.', 'the undersigned ff ants acknowledge that they have received atleast eight hours of premarital counseling from either priest minister pastor rabbi any other clergy person of any religious sector professional marriage counselor. The ff ants acknowledge that the prospective spouses seeking covenant marriage received counseling regarding the seriousness of covenant marriage including all the legal requirements of individuals when entering into covenant marriage communication of the fact that covenant marriage is commitment for life the obligation of covenant marriage is to take reasonable efforts to preserve the marriage even if marital difficulties arise including', 'This bill provides a bill that prohibits marriages from being married to a spouse or a spouse . The bill prohibits marriages from being married to a spouse or a spouse .', 'the state of missouri is a state of missouri county of male spouse female spouse onthisday of in the year before me name of notary notary public duly commissioned and acting within and for the county and state of missouri county of male spouse female spouse known tome to be the identical persons whose names are affixed here to and executed the affidavit. The bill requires that the bill be passed to the bill and that the bill is passed to the bill.', 'if spouse and wife have entered into covenant marriage under section the courts hall require that both parties attend atleast forty hours of marital counseling before dissolution maybe granted counseling maybe provided by either faith based organization or professional marriage counselor or agency there of if spouse and wife have entered into covenant marriage under section the courts hall not enter decree of dissolution until atleast two years have passed after the initial filing for legal separation or dissolution . the courts hall grant dissolution for divorce only after first ordering legal separation including any temporary orders for the following', 'dissolution under this section hall be granted after all other remedies under this section have failed. All other remedies under this section have failed...']"
135,MO SB87,['This bill prohibits the use of a gender-specific sport as a sport or athletic competitions tournament or game as a sport for students in kindergarten through grade 12 or fac il it at or of children or youth sports competitions. This bill prohibits the use of gender-specific sports as a sport for children or youth sports or athletic teams competitions or games.']
136,MO SB134,['This bill prohibits the use of a mental health care provider to provide a mental health care provider with a mental health care provider. The bill prohibits the use of a mental health care provider to provide a mental health care provider with a mental health care provider.']
137,MO HB494,"['Section rs mo is repealed and two new sections enacted in lieu of to be known as sections and to read as follows as used in this chapter. The term identifiable minor shall not require proof of the actual identity of the identifiable minor employ employee or employment any person who performs any such performer or perform any performer who performs any performer or performer performing any performer performing any performer performing any performer performing any performer performing any performer performing any performer performing any performer performing any performer performing any performer a rs mo is repealed and a new . . . . . . . The . . . . . . . . . . . . . . . . . . . . . . . . . . . .', 'The average person applying contemporary community standards would find the material depicts or describes sexual conduct in patently offensive way . the average person applying contemporary community standards would find the material depicts or describes sexual conduct in patently offensive way . the average person applying contemporary community standards would find the material depicts or describes sexual conduct in patently offensive way .', 'the material or performance taken as whole has tendency to cater or appeal to prurient interest of minors and the material or performance taken as whole lacks serious literary artistic political or scientific value for minors premises the real property upon which asexually oriented business is located and all appurtenances there to and buildings there on including but not limited to the sexually oriented business the grounds private walkways and parking lots or parking garages or both promote to manufacture issue sell .', 'a commercial establishment which as one of its principal business activities offers for sale or rental for any form of consideration any of the following books magazines periodicals or other printed matter or photographs films motion pictures video cassettes compact discs digital videodiscs slides or other visual representations . a commercial establishment has substantial portion of its displayed merchandise which consists of such items or bhasa substantial portion of the wholesale value of its displayed merchandise which consists of such items or chas substantial portion of the retail value of its displayed merchandise which consists of', 'This bill prohibits the establishment of a lawful or regulation restriction or license that is in conflict with this bill. The bill prohibits the establishment of a lawful or regulation restriction or license that is in conflict with this bill.']"
138,MO HB498,"['Sections and rs mo are repealed and the following bill is intended to be omitted from the law matter in boldface type in the above bill is proposed language compensation by the operator of said business. The bill is intended to be omitted from the law matter in boldface type in the above bill is proposed language compensation by the operator of said business.', 'a magazine or other publication entered as second class matter by the postoffice department person an individual proprietorship partnership corporation association or other legal entity semi nude or in semi nude condition state of dress shall include the entire lower portion of the female breast but shall not include any portion of the cleavage of the human female breast exhibited by wearing apparel provided the areola is not exposed in whole or part sexually oriented business an adult cabaret or any business which offers its patrons goods of which substantial or significant portion are sexually ', 'asexually oriented business is considered nuisance and closed under section specified sexual activities. The following terms mean adult cabaret nightclub bar restaurant or similar establishment in which persons appear in state of nudity as defined in section or semi nudity in the performance of their duties biological sex the biological indication of the physical condition of being male or female .', 'This billboard or other exterior advertising sign for an adult cabaret or sexually oriented business shall be located within one mile of any state highway except if such business is located within one mile of any state highway. The billboard or other exterior advertising sign for an adult cabaret or sexually oriented business shall be located within one mile of any state highway. The billboard or other exterior advertising sign for an adult cabaret or sexually oriented business shall be located within one mile of any state highway.', 'a person who performs any service on the premises of asexually oriented business is not included in the premises explicit sexual material. The person is denominated an employee independent contractor agent or otherwise employee does not include person exclusively on the premises for the repair or maintenance of the premises explicit sexual material.', 'The average person applying contemporary community standards would find the material depicts or describes nudity sexual conduct in patently offensive way . the material or performance taken as whole has tendency to cater or appeal to prurient interest of minors and the material or performance depicts or describes nudity sexual conduct the condition of human genitals when in state of sexual stimulation or arousal or s do masochistic abuse in away which is patently offensive to the average person applying contemporary community standards .', 'Act of sexual stimulation or gratification (sex stimulation or gratification) the showing of the female breast below horizontal line across the top of the areola andextending across the width of the breast at such point or the showing of the male or female buttocks (sex cleavage) shall not include any portion of the cleavage of the female breasts exhibited by bikini dress blouse shirt leotard or similar wearing apparel .', 'asexual encounter center is a business or commercial enterprise that provides an audience of two or more individuals drag performance sexual performance any performance or part thereof which includes sexual conduct by child who is less than eighteen years of age specified anatomical areas include less than completely and opaquely covered human genitals pubic region buttock and female breast below point immediately above the top of the areola and human male genitals in discern bly turgid state even if completely and opaquely covered specified sexual activity', 'a visual depiction is a visual image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image image']"
139,MO SB429,"['Sections and rs mo are repealed and three new sections enacted in lieu of there of to be known as sections and to read as follows as used in sections to the following terms mean adult cabaret nightclub bar restaurant or similar establishment in which persons regularly appear in state of nudity as defined in section or semi nudity in the performance of their duties biological sex the biological indication of the physical condition of being male or female . the performance is performed by an individuals anatomy and is performed by an individual chro', 'a business that derives thirty percent or less of its revenue from sexually oriented materials is presumed not to be asexually oriented business. Any pictorial or three dimensional material or film motion picture dvd videocassette or similar photographic reproduction that depicts nudity sexual conduct sexual excitement or sado masochistic abuse is presumed not to be asexually oriented business.', 'asexually oriented business is considered nuisance and closed under section specified sexual activities. The following terms mean adult cabaret nightclub bar restaurant or similar establishment in which persons appear in state of nudity as defined in section or semi nudity in the performance of their duties biological sex the biological indication of the physical condition of being male or female .', 'This billboard or other exterior advertising sign for an adult cabaret or sexually oriented business shall be located within one mile of any state highway except if such business is located within one mile of any state highway. The billboard or other exterior advertising sign for an adult cabaret or sexually oriented business shall be located within one mile of any state highway. The billboard or other exterior advertising sign for an adult cabaret or sexually oriented business shall be located within one mile of any state highway.', 'a person who performs any service on the premises of asexually oriented business is not included in the premises explicit sexual material. The person is denominated an employee independent contractor agent or otherwise employee does not include person exclusively on the premises for repair or maintenance of the premises explicit sexual material.', 'The average person applying contemporary community standards would find the material depicts or describes sexual conduct in patently offensive way . the material or performance depicts or describes nudity sexual conduct the condition of human genitals when in state of sexual stimulation or arousal or s do masochistic abuse in away which is patently offensive to the average person applying contemporary community standards . the average person applying contemporary community standards would find the material depicts or describes sexual conduct in patently offensive way . the material or performance taken as whole', 'the top of the areola and extending across the width of the breast at such point or the showing of the male or female buttocks such definition includes the lower portion of the human female breast but shall not include any portion of the cleavage of the female breasts exhibited by bikini dress blouse shirt leotard or similar wearing apparel . the areola is not exposed in whole or in part sexual conduct actual or simulated normal or perverted acts of human masturbation deviate sexual intercourse', 'asexual encounter center is a business or commercial enterprise that provides an audience of two or more individuals drag performance sexual performance any performance or part thereof which includes sexual conduct by child who is less than eighteen years of age specified anatomical areas include less than completely and opaquely covered human genitals pubic region buttock and female breast below point immediately above the top of the areola and human male genitals in discern bly turgid state even if completely and opaquely covered specified sexual activity is a a . a . a . a . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ', 'videotape and data stored on computer disk or by electronic means can convert into visual image. Videotapes and videotapes can be converted into visual image.']"
140,MO HB916,"['This bill prohibits the use of gender reassignment surgery or medical services that seek to surgically alter or remove physical or anatomical characteristics or features that are typical for the individuals biological sex . the bill prohibits the use of gender reassignment surgery or medical services that seek to alter or remove physical or anatomical characteristics or features that are typical for the individuals biological sex .', 'gender transition procedures hall not include services to individuals born with medically verifiable disorder of sex development including but not limited to surgical procedures for biologically male patients such as augmentation of ovarian and testicular tissue .', 'This bill prohibits any referral for or provision of gender transition procedures to an individual under eighteen years of age to any healthcare provider for gender transition procedures to an individual under eighteen years of age. This bill prohibits any referral for or provision of gender transition procedures to an individual under eighteen years of age to any healthcare provider for gender transition procedures to an individual under eighteen years of age.', ""This bill prohibits the use of a child's rights to be abused by a child under a certain age. The bill prohibits the use of a child's rights to be abused by a child under a certain age.""]"
141,MO HB634,"['This bill prohibits school personnel from notifying pupils parent about such pupils mental emotional or physical health or wellbeing change in related services or monitoring or that encourage or have effect of encouraging pupil to withhold such information from the pupils parent. This bill prohibits school personnel from adopting procedures that permit school personnel to withhold such information from pupils parent if reasonably prudent person would believe that disclosure would result in abuse or neglect as defined by state law.', ""This bill prohibits the school from administering a school's health screening form to a pupil in kindergarten to grade three . the bill prohibits the school from administering a health screening form or a health screening form to a pupil in kindergarten to grade three ."", 'the state board of education and the department of education may promulgate all necessary rules and regulations for the administration of this section any rule or portion of rule as that term is defined in section that is created under the authority delegated in this sections hall become effective only if it complies with and is subject to all of the provisions of chapter and if applicable section this section and chapter are non severable and if any of the powers vested with the general assembly pursuant to chapter to review to delay the effective date or to']"
