text,summary,title,dataset_type,model_summary,rouge-1.r,rouge-1.p,rouge-1.f,rouge-2.r,rouge-2.p,rouge-2.f,rouge-l.r,rouge-l.p,rouge-l.f
section title chapter article arizona revised statutes is amended by adding section to read children with disabilities diaper changes the policies and procedures developed pursuant to section subsection and the guidelines adopted pursuant to section subsection shall include the following provisions for situations in which child with disability wears diaper and requires assistance to change the diaper except as provided in subsection of this section any individual who changes or assists in changing the diaper must be person of the same biological sex as the child with disability the parent of the child with disability has right to meet each individual who changes or assists in changing the diaper the parent of the child with disability may review records or log entries related to diaper changes for the parents child with disability including the name of the individual or individuals who change or assist in changing the diaper during any meeting in which the individualized education program for child with disability who wears diaper and requires assistance to change the diaper is developed reviewed or revised the parent of the child with disability may provide written consent for individuals who are not the same biological sex as the child with disability to change the diaper,This bill requires school district and charter school policies and guidelines to include prescribed provisions for situations in which a child with a disability wears a diaper and requires assistance to change the diaper.,AZ SB1417,train,section title chapter article arizona revised statutes is amended by adding section to read children with disabilities diaper changes the policies and procedures developed pursuant to section subsection and the guidelines adopted pursuant to section subsection shall include provisions for situations in which child with disability wears diaper and requires assistance to change the diaper except as provided in subsection of this section any individual who changes or assists in changing the diaper must be person of the same biological sex as the child with disability the parent of the child with disability has right to meet each individual who changes or assists in,0.7307692307692307,0.3064516129032258,0.4318181776549587,0.42424242424242425,0.1590909090909091,0.23140495471074385,0.7307692307692307,0.3064516129032258,0.4318181776549587
section this acts hall be known and maybe cited as the families rights and responsibilities act of section as used in this act the following terms shall have the meaning ascribed in this section unless context of usage requires otherwise child means an individual under the age of eighteen the term does not include any child who has been hb no hr official hr page dj kw st families rights and resp on sib li ties act of enact adjudicated as legally emancipated minor in accordance with state law by court of competent jurisdiction curriculum includes all textbooks reading materials handouts videos presentations digital materials websites online applications digital applications for phone laptop or tablet questionnaires surveys or other written or electronic materials that have been or will be assigned distributed or otherwise presented physically or virtually to students in class or course educational records includes attendance records test scores of school administered tests and statewide assessments grades extracurricular activity or club participation email accounts online or virtual accounts or data disciplinary records counseling records psychological records applications for admission health and immunization information including any medical records maintained by health clinic or medical facility operated or controlled by the school district or located on district property teacher and counselor evaluations and reports of behavioral patterns parent means biological parent of child an adoptive parent of child or an individual who has been granted exclusive right guardianship and authority over the welfare of child understate law substantial burden means any action that directly or indirectly constrains inhibits curtails or denies the right hb no hr official hr page dj kw st families rights and resp on sib li ties act of enact of parent to direct the upbringing education healthcare and mental health of that parents child or compels any action contrary to the right of parent to direct the upbringing education healthcare and mental health of that parents child the term includes but is not limited to withholding benefits assessing criminal civil or administrative penalties or damages or exclusion from governmental assistance programs section parental rights are fundamental the liberty of parent to direct the upbringing education healthcare and mental health of that parents child is fundamental right this state any political subdivision of this state or any other governmental entity shall not substantially burden the fundamental right of parent to direct the upbringing education healthcare and mental health of that parents child without demonstrating that the burden is required by compelling governmental interest of the highest order as applied to the parent and the child and is the least restrictive means of furthering that compelling governmental interest section rights and responsibilities all parental rights are exclusively reserved to parent of child without obstruction by or interference from this state any political subdivision of this state any other governmental entity or any other institution including without limitation the following rights and responsibilities hb no hr official hr page dj kw st families rights and resp on sib li ties act of enact to direct the education of the child including the right to choose public private religious or home schools and the right to make reasonable choices within public schools for the education of the child to access and review all written and electronic educational records relating to the child that are controlled by or in the possession of school to direct the upbringing of the child to direct the moral or religious training of the child to make and consent in writing to all physical and mental healthcare decisions for the child to access and review all health and medical records of the child g to consent in writing before biometrics can of the child is made shared or stored to consent in writing before any record of the childs blood or deoxyribonucleic acid dna is created stored or shared unless authorized pursuant to court order to consent,"This bill establishes the ""families' rights and responsibilities act of 2023"" to establish that a parent's liberty to direct the upbringing, education, health care and mental health of his or her child is a fundamental right. The bill prohibits the state or any political subdivision thereof from substantially burdening a parent's fundamental right without demonstrating that the burden is required by a compelling governmental interest. The bill provides that all parental rights are exclusively reserved to a parent of a child without obstruction by or interference from the state or any political subdivision thereof. The bill also provides that abuse or neglect of a child by a parent or the action or decision of a parent that would end life are not authorized by this act. The bill prohibits employees of this state and any political subdivision thereof, except for law enforcement personnel, from encouraging or coercing a child to withhold information from the child's parent. The bill further prohibits such employees from withholding information that is relevant to a child's physical, emotional or mental health from a child's parent",MS HB509,test,the families rights and responsibilities act of section is used in this act to direct the upbringing education healthcare and mental health of that parents child . the term does not include any child who has been hb no hr official hr page dj kw st families rights and resp on sib li ties act of enact adjudicated as legally emancipated minor in accordance with state law by court of competent jurisdiction curriculum includes all textbooks reading materials handouts videos presentations,0.23255813953488372,0.30303030303030304,0.26315788982340726,0.06622516556291391,0.13157894736842105,0.08810572241805609,0.20930232558139536,0.2727272727272727,0.23684210034972308
section title chapter arizona revised statutes is amended by adding section to read adult cabaret performances location classification definitions person or business may not engage in an adult cabaret performance in either of the following locations on public property in location where the person knows or has reason to know that the adult cabaret performance could be viewed by minor this section does not prohibit county or municipality from enacting and enforcing ordinances that regulate the location of adult cabaret performances in manner that is atleast as restrictive as this section ca violation of this section is class misdemeanor except that second or subsequent violation is class felony for the purposes of this section adult cabaret has the same meaning prescribed in section adult cabaret performance means asexually explicit performance in location other than an adult cabaret regardless of whether or not the performance is for consideration sexually explicit means an intention to arouse or satisfy the sexual desires or appeal to the prurient interest,This bill prohibits a person or business from engaging in an adult cabaret performance on public property or in a location where the person knows or has reason to know that the performance could be viewed by a minor.,AZ SB1028,train,section title chapter arizona revised statutes is amended by adding section to read adult cabaret performances location classification definitions person or business may not engage in an adult cabaret performance in either of the following locations on public property . section does not prohibit county or municipality from enforcing ordinances that regulate the location of adult cabaret performances in manner that is atleast as restrictive as this section ca violation of this section is class misdemeanor except that second or subsequent violation is class felony for the purposes of,0.5483870967741935,0.288135593220339,0.3777777732617284,0.21052631578947367,0.0975609756097561,0.1333333290055557,0.45161290322580644,0.23728813559322035,0.3111111065950618
that the laws of maryland read as follows house bill article education in this section the following words have the meanings indicated student of the female sex means student whose biological sex is female student of the male sex means student whose biological sex is male this section applies to public high schools and non public high schools whose student athletes or athletic teams compete against student athletes or athletic teams from public high schools in the state an interscholastic or intramural junior varsity or varsity athletic team or sport that is sponsored by public or non public highschool shall be expressly designated as one of the following based on biological sex boys male ormen steam or sport ii girls female or women steam or sport or coeducational or mixed team or sport an interscholastic or intramural junior varsity or varsity athletic team or sport designated for girls females or women may not include students of the male sex da governmental entity licensing or accrediting organization or an athletic association or organization may not accept complaint conduct an investigation or take any other adverse action against school or county board for maintaining separate interscholastic or intramural junior varsity or varsity athletic teams or sports for students of the female sex house bill student who is deprived of an athletic opportunity or suffers any director indirect harm as result of violation of this section may bring civil action against the school the student attends ii student who is subject to retaliation or other adverse action by school or an athletic association or organization as result of reporting violation of this section to an employee or representative of the school athletic association or organization or any state or federal agency with oversight of schools in the state may bring civil action against the school or athletic association or organization school that suffers any director indirect harm from governmental entity licensing or accrediting organization or an athletic association or organization as result of violation of this section may bring civil action against the governmental entity licensing or accrediting organization or athletic association or organization civil action initiated under this section must be initiated within years after the harm occurred an individual who prevails in civil action under this section may recover monetary damages including damages for any psychological emotional and physical harm suffered ii reasonable attorneys fees and costs and any other relief including an injunction as the court may determine appropriate this section maybe known and cited as the save womens sports actor selina law section and be it further enacted that if any provision of this actor the application there of to any person or circumstance is held invalid for any reason in court of competent jurisdiction the provisions hall be construed to give the provision the maximum effect permitted by law unless the provision is held to be absolutely invalid section and be it further enacted that if any provision of this actor the application there of to any person or circumstance is held invalid for any reason in house bill court of competent jurisdiction the invalidity does not affect other provisions or any other application of this act that can be given effect without the invalid provision or application and for this purpose the provisions of this act are declared severable section and be it further enacted that this acts hall take effect july,This bill requires certain interscholastic and intramural junior varsity and varsity athletic teams or sports sponsored by certain schools to be expressly designated based on biological sex. The bill prohibits certain entities from taking certain adverse actions against a school or county board of education for maintaining separate interscholastic and intramural junior varsity and varsity athletic teams and sports for students of the female sex. The bill provides that certain individuals have the right to bring a civil action under certain circumstances.,MD HB359,train,the laws of maryland read as follows house bill article education in this section the following words have the meanings indicated student of the female sex means student whose biological sex is male this section applies to public high schools and non public high schools . the provisions hall be construed to give the provision the maximum effect permitted by law unless the provision is held to be absolutely invalid section and be it further enacted that this acts hall take effect july .,0.25925925925925924,0.25,0.25454544954710745,0.08450704225352113,0.07792207792207792,0.08108107608929906,0.2037037037037037,0.19642857142857142,0.199999995001653
tl hv cm section section code is amended by adding the following new subsection new subsection it shall not bean unfair or discriminatory practice for public school to require restrooms or changing facilities to be designated only for and used by persons of the same sex as provided in chapter it also shall not bean unfair or discriminatory practice for public school to prohibit person from using restroom or changing facility that does not correspond with the persons sex for purposes of this subsection public school means the same as defined in section sec new section short title this chapter maybe cited as the iowa accommodations for all children act sec new section definitions for purposes of this chapter changing facility means facility in which person maybe in state of undress in the presence of others including locker room changing room or shower room public school means school as described in chapter for public school does not include any accredited or non accredited non public schools including private schools religious schools and home educating families restroom means facility that includes one or more toilets or urinals sex means the same as defined in section sec new section privacy accommodations public schools hall provide reasonable accommodation to any person who both for any reason is unwilling or unable to use multi occupancy restroom or changing facility that is designated for the persons sex and located within public school building or multi occupancy sleeping quarters while attending public school sponsored activity hv cm requests reasonable accommodation to the public school reasonable accommodations may include access to single occupancy restroom or changing facility or use of an employee restroom or changing facility in granting reasonable accommodation or otherwise public schools hall not provide access to restroom or changing facility that is designated for use by members of the opposite sex while persons of the opposite sex are present or could be present this sections hall not be construed to prohibit public schools from adopting policies necessary to accommodate persons protected under the federal americans with disabilities act or young children in need of physical assistance when using restrooms or changing facilities located in public schools this sections hall not be construed to prohibit public schools from authorizing person to enter facility designated for the opposite sex for the following purposes custodial or maintenance purposes when the facility is not occupied by member of the opposite sex to render emergency medical assistance during natural disaster emergency or when necessary to prevent serious threat to good order or student safety sec new section private cause of action damages person whose written request for reasonable accommodation is denied by the public schools hall have private cause of action against the public school unless the public school can demonstrate that the accommodation would cause undue hardship person has private cause of action against public school if the public school gave member of the opposite sex permission to use the restroom changing facility or sleeping quarters and the person either encounters member of the opposite sex in the multi occupancy restroom or changing facility designated for the persons sex and located in public school building hv cm is required by the public school to share sleeping quarters with member of the opposite sex unless such persons are members of the same family including spouse parent or guardian child sibling or grandparent any claims arising pursuant to this sections hall be brought in the state or federal trial court in whose jurisdiction either the person resides or the public school is located at the time of filing all civil actions brought pursuant to this section must be brought within two years after the violation occurred persons aggrieved under this section who prevail in court may recover monetary damages for all psychological emotional and physical harm suffered this sections hall not limit other remedies at law or equity available to,"This bill permits public schools to designate and allow the use of restrooms and changing facilities only by persons of the same biological sex, and providing a private cause of action.",IA HF622,train,tl hv cm section code is amended by adding the following new subsection new subsection it shall not bean unfair or discriminatory practice for public school to prohibit person from using restroom or changing facilities that does not correspond with the persons sex . the same as defined in section sec new section short title this chapter maybe cited as the iowa accommodations for all children act sec new section definitions for purposes of this chapter changing facility means facility in which person maybe in state of undress in presence of others including locker room changing room or shower,0.34615384615384615,0.1323529411764706,0.19148935770031697,0.06666666666666667,0.021505376344086023,0.03252032151497167,0.23076923076923078,0.08823529411764706,0.12765957046627446
section tennessee code annotated section is amended by deleting the language for gender dysphoric or gender incongruent prepubertal minors and substituting instead the language to enable minor to identify with or live as purported identity inconsistent with the minors sex or treat purported discomfort or distress from disc or dance between minors sex and asserted identity section if any provision of this actor its application to any person or circumstance is held invalid then the invalidity does not affect other provisions or applications of this act that can be given effect without the invalid provision or application and to that end the provisions of this act are severable section this act takes effect july the public welfare requiring it,"As introduced, this bill clarifies that prescribing hormone treatment for minors is not a standard medical practice when the treatment is for the purpose of enabling a minor to identify with, or live as, a purported identity inconsistent with the minor’s sex or treating purported discomfort or distress from a discordance between a minor's sex and asserted identity.",TN SB1469,train,section tennessee code annotated section is amended by deleting the language for gender dysphoric or gender incongruent prepubertal minors . instead the language is used to enable minor to identify with or live as purported identity inconsistent with the minors sex or treat purported discomfort or distress from disc or dance between minors sex . the invalidity does not affect other provisions or applications of this act that can be given effect without the invalid provision or application .,0.5,0.39285714285714285,0.43999999507200005,0.21052631578947367,0.1643835616438356,0.1846153796911244,0.38636363636363635,0.30357142857142855,0.33999999507200007
section to chapter of the north dakota century code relating to permission for student to participate in extracurricular activities co curricular activities and clubs be it enacted by the legislative assembly of north dakota section new section to chapter of the north dakota century code is created and enacted as follows parent or guardian permission required each school districts hall adopt policy requiring written permission from parent or guardian for student to participate in an extracurricular activity co curricular activity or club page no house bill no,"This bill relates to permission for a student to participate in extracurricular activities, cocurricular activities, and clubs.",ND HB1488,train,section to chapter of the north dakota century code is created and enacted as follows parent or guardian permission required each school districts hall adopt policy requiring written permission for student to participate in an extracurricular activity co curricular activity .,0.5333333333333333,0.21621621621621623,0.30769230358727817,0.25,0.10256410256410256,0.14545454132892574,0.4666666666666667,0.1891891891891892,0.2692307651257397
section section florida statutes is created to read coding words stricken are deletions words underlined are additions page of florida house of representatives private spaces this section maybe cited as the safety in private spaces act the legislature finds that females and males should be provided restrooms and changing facilities for their exclusive use in order to maintain public safety decency and decorum as used in this section the term changing facility means room in which two or more persons maybe in state of undress in the presence of others including but not limited to dressing room fitting room locker room changing room or shower room correctional institution means any state correctional institution as defined in juvenile detention center or residential program as described in county or municipal detention facility as defined in private correctional facility as defined in or any other facility used for the detention of adults or juveniles charged with or convicted of crime covered entity means any educational institution as defined in public accommodations as defined in public shelter space under service provider as defined in healthcare facility which means any provider as defined in provider with an active healthcare coding words stricken are deletions words underlined are additions page of florida house of representatives clinic exemption under continuing care facility with certificate of authority under chapter an optical establishment permitted under massage establishment licensed under pharmacy as defined in an office described in which is required to register with the department of health pain management clinic registered under an electrolysis facility licensed under or any healthcare setting owned or operated by healthcare practitioner as defined in or provider licensed under chapter chapter or part iv of chapter female means person belonging at birth to the biological sex which has the specific reproductive role of producing eggs male means person belonging at birth to the biological sex which has the specific reproductive role of producing sperm restroom means room that includes one or more water closets this term does not include unisex restroom g sex means the classification of person as either female or male based on the organization of the body of such person for specific reproductive role as indicated by the persons sex chromosomes naturally occurring sex hormones and internal and external genitalia present at birth coding words stricken are deletions words underlined are additions page of florida house of representatives hun is exchanging facility means room intended for single occupant or family in which one or more persons maybe in state of undress including but not limited to dressing room fitting room locker room changing room or shower room that is enclosed in floor to ceiling walls and accessed by full door with secure lock that prevents another individual from entering while the changing facility is in use unisex restroom means room that includes one or more water closets that is intended for single occupant or family and the room is enclosed in floor to ceiling walls and accessed by full door with secure lock that prevents another individual from entering while the room is in use water closet means toilet or urinal covered entity that maintains water closet must at minimum have restroom designated for exclusive use by females and restroom designated for exclusive use by males or ba unisex restroom covered entity that maintains changing facility must at minimum have changing facility designated for exclusive use by females and changing facility designated for exclusive use by males or ba unisex changing facility coding words stricken are deletions words underlined are additions page of florida house of representatives for purposes of this section person may enter restroom or changing facility designated for the opposite sex under the following circumstances to accompany another person of the opposite sex for the purpose of assisting or chaperoning minor child elderly person or disabled person for law enforcement or governmental regulatory purposes for the purpose of,"This bill creates the “Safety in Private Spaces Act.” This requires public and private sector covered entities that maintain a restroom or changing facility to have restrooms separately designated for males and females or a unisex restroom or changing facility. It also limits instances when a person may enter a restroom or changing facility designated for the opposite sex to the following circumstances: assisting or chaperoning a minor child, elderly person, or disabled person, law enforcement or governmental regulatory purposes, emergency situations, and custodial, maintenance, or inspection purposes, if not in use. If the appropriate designated restroom or changing facility is out of order or under repair and the opposite designated restroom or changing facility contains no person of the opposite sex. This bill also makes it a second degree misdemeanor for a person 18 years of age or older to willfully enter a restroom or changing facility designated for the opposite sex and refuse to immediately depart and requires educational institutions to establish disciplinary procedures for violators under 18 years old. Additionally, it requires all covered entities who must be licensed to operate in the state to submit documentation regarding compliance with restroom and changing facilities requirements, as applicable, upon initial or renewal application for licensure, after July 1, 2023. It also requires domestic violence centers and correctional institutions to provide separate accommodations for females and males, based on their sex and makes covered entities who fail to comply with such requirements subject to penalties and licensure or regulatory disciplinary action. This bill exempts individuals born with certain verifiable disorders of sex development. This bill authorizes the Attorney General to bring a civil action to enforce these provisions against any covered entity, to seek injunctive relief, and to impose a fine of up to $10,000 for any covered entity found to have willfully violated such provisions. This bill directs fines collected to be deposited in the General Revenue Fund. The bill may have an indeterminate fiscal impact on state and local government and the private sector.",FL HB1521,test,section florida statutes is created to read coding words stricken are deletions words underlined are additions page of florida house of representatives private spaces this section maybe cited as the safety in private spaces act the legislature finds that females and males should be provided restrooms and changing facilities for their exclusive use . the term changing facility means room in which two or more persons maybe in state of undress in the presence of others including but not limited to dressing room fitting room locker room changing room or shower room correctional,0.1270718232044199,0.3484848484848485,0.18623481389762175,0.017123287671232876,0.05555555555555555,0.026178006869329737,0.09392265193370165,0.25757575757575757,0.13765181794620476
section new section of kr chapter is created to read as follows as used in sections to of this act biological sex means the biological indication of male and female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth without regard to persons psychological chosen or subjective experience of gender cross sex hormones means testosterone or other androgens given to biological females in amounts that are larger or more potent than would normally occur naturally in healthy biological females and estrogen given to biological males in amounts that are larger or more potent than would normally occur naturally in healthy biological males gender means the psychological behavioral social and cultural aspects of being male or female gender reassignment surgery means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the persons biological sex in order to in still or create physiological or anatomical characteristics that resemble sex different from the persons biological sex including but not limited to genital or non genital gender reassignment surgery performed for the purpose of assisting person with gender transition gender transition means the process in which person goes from identifying with and living as gender that corresponds to his or her biological sex to unofficial copy rs br page of xxxx pm jacketed identifying with and living as gender different from his or her biological sex and may involve social legal or physical changes gender transition procedures means any medical or surgical service provided or performed for the purpose of assisting person with physical gender transition gender transition procedures include but are not limited to physicians services inpatient and outpatient hospital services puberty blocking drugs cross sex hormones or genital or non genital gender reassignment surgery gender transition procedures do not include services to persons born with medically verifiable disorder of sex development including person with un re solvable ambiguous external biological sex characteristics such as those born with forty six xx chromosomes with virilization forty six xy chromosomes with under virilization or having both ovarian and testicular tissue services provided when physician has otherwise diagnosed disorder of sexual development that the physician has determined through genetic or biochemical testing indicates that person does not have normal sex chromosome structure sex steroid production or sex steroid hormone action the acute and chronic treatment of any infection injury disease or disorder that has been caused by or exacerbated by the performance of gender transition procedures whether or not the gender transition procedure was performed in accordance with state and federal law or whether or not funding for the gender transition procedure is permissible under sections to of this actor any procedure undertaken because person suffers from physical unofficial copy rs br page of xxxx pm jacketed disorder physical injury or physical illness that would as certified by physician place the person in imminent danger of death or impairment of major bodily function unless surgery is performed healthcare provider has the same meaning as in kr non genital gender reassignment surgery means medical procedures performed for the purpose of assisting person with physical gender transition including but not limited to surgical procedures for biologically male patients such as augmentation mammoplasty facial fem in iz ation surgery liposuction lip filling voice fem in iz ation surgery thyroid cartilage reduction lute al augmentation hair reconstruction or various aesthetic procedures or surgical procedures for biologically female patients such as subcutaneous mastectomy voice masculin iz ation surgery liposuction lip filling pectoral implants or various aesthetic procedures physician has the same meaning as in kr puberty blocking drugs means gona do tro pin releasing hormone analogues or other synthetic drugs used in biological males to stop luteinizing hormone secretion and therefore testosterone secretion or synthetic drugs used in biological,"This bill prohibits the provision of or referral for gender transition procedures to any child under the age of 18 years and defines a violation as unprofessional conduct and acting recklessly for purposes of tort claims. The bill permit an action on a violation to be taken by the parent or guardian of the child before the child attains the age of 18 years and by the child within 30 years of the child attaining the age of 18 years, with exceptions under which the time may be longer. The bill requires conditions for actions and damages, prohibits public funds to be used for the provision of or referral for gender transition procedures to a child under the age of 18 years, prohibits health care services provided under state, local, or county government to include gender transition procedures to a child under the age of 18 years, and prohibits tax exemption for gender transition procedures. The bill also prohibits a person or entity from aiding or abetting the performance or inducement of gender transition procedures to a child under the age of 18 years, but exempt speech protected by the First Amendment to the Constitution of the United States and exempt a parent of such child; permit the Attorney General to bring action to enforce provisions. The bill prohibits Medicaid coverage of gender transition procedures for a child under the age of 18 years and prohibits health benefit plan coverage, including federal government health plans, for gender transition procedures for a child under the age of 18 years and any requirement for coverage of gender transition procedures. The bill additionally prohibits tax exemption for gender transition procedures.",KY HB120,train,kr chapter is created to read as follows as used in sections to of this act biological sex means the biological indication of male and female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth . gonads and other androgens given to biological females in amounts that are larger or more potent than would normally occur naturally in healthy biological males gender,0.08571428571428572,0.15517241379310345,0.11042944326847097,0.0,0.0,0.0,0.08571428571428572,0.15517241379310345,0.11042944326847097
new section section parental involvement in education the board of trustees of school district in consultation with parents teachers and administrators shall develop and adopt policy to promote the involvement of parents of children enrolled in the school district including plan for parent participation in the school district which must be designed to improve parent and teacher cooperation in homework attendance and discipline procedures by which parent may learn about the course of study for the parents child and review all curriculum procedures by which parent may object to any specific instruction or presentation on the basis that it is harmful and may withdraw the parents child from the instruction or presentation for the purposes of this subsection harmful means but is not limited to material or activity that questions th legislature authorized print version parents beliefs or practices regarding sex morality or religion procedures by which parent may learn about the nature and purpose of clubs and extracurricular activities that have been approved by the school and may withdraw the parents child from any club or extracurricular activity procedures by which parents hall provide written consent before the parents child uses name or nickname other than the childs legal name or before the parents child uses pronoun that does not align with the childs sex if parent provides written consent under this subsection ea person may not be compelled to use pronouns that do not align with the childs sex procedures by which parent may learn about parental rights and responsibilities under the laws of this state the board of trustees of school district may adopt policy providing that parents may receive the information required by this section in electronic form as used in this section curriculum means all textbooks reading materials handouts videos presentations digital materials websites online applications questionnaires surveys digital applications for phone laptop or tablet or other written or electronic materials that have been or will be assigned distributed or otherwise presented physically or virtually to students in class or course new section section construction unless parental rights have been legally waived or legally terminated parents have inalienable rights that are more comprehensive than those described in or section the protections afforded by and section are in addition to the protections provided under federal law other state laws the united states constitution and the montana constitution section and section must be construed in favor of abroad protection of the fundamental right of parents to direct the upbringing education healthcare and mental health of their child nothing in or section maybe construed to authorize governmental entity to burden the fundamental right of parents to direct the upbringing education healthcare and mental health of their child if child has no affirmative right of access to particular medical or mental health procedure or service then nothing in or section maybe construed to grant the childs parent an affirmative right th legislature authorized print version of access to the procedure or service on the childs behalf section section mca is amended to read compulsory attendance and excuses except as provided in subsection any parent guardian or other person who is responsible for the care of any child who is years of age or older prior to the first day of school in any school fiscal years hall cause ensure the child to attend attends the school in which the child is enrolled for the school term and each school day in the term prescribed by the trustees of the district until the later of the following dates the childs th birthday or the date of completion of the work of the the child completes th grade the provisions of subsection do not apply in the following cases the child has been excused under one of the conditions specified in the child is absent because of illness bereavement or other reason prescribed by the policies of the trustees the child,"This bill generally revises laws involving parental rights and provides for parent involvement in education. The bill provides that parents may withdraw their child from harmful school instruction and that parents shall provide prior consent if they want their child to receive school instruction regarding human sexuality. Additionally, the bill provides that parents may have their child excused from school attendance for religious purposes and establishes additional parental rights and responsibilities, providing that, except for law enforcement, employees of governmental entities are prohibited from withholding certain information from parents.",MT SB337,train,parents may withdraw the parents child from any club or extracurricular activity procedures by which parents hall provide written consent before the parents child uses name or nickname other than the childs legal name or before the parents child uses pronoun that does not align with the childs sex . the board of trustees of school district may adopt policy providing that parents may receive the information required by this section in electronic form as used in this section curriculum .,0.24193548387096775,0.28846153846153844,0.2631578897753155,0.05128205128205128,0.058823529411764705,0.05479451557140221,0.20967741935483872,0.25,0.22807017047706996
section chapters and rs mo are amended by adding there to two new sections to be known as sections and to read as follows as used in this section public school has the same definition as in section no pupil in any public schools hall be required to engage in any form of mandatory gender or sexual diversity training or counseling any orientation or requirement that presents any form of race or sex stereotyping or bias on the basis of race or sex is prohibited this subsections hall not be construed to prohibit voluntary counseling no teacher administrator or other employee of school district or public schools hall require or make part of course the concept that one race or sex is inherently superior to another race or sex ban individual by virtue of the individuals race or sex is inherently racist s exist or oppressive whether consciously or unconsciously can individual should be discriminated against or receive adverse treatment solely or partly because of the individuals race or sex members of one race or sex cannot and should not attempt to treat others without respect to race or sex explanation matter enclosed in boldface brackets thus in the above bill is not enacted and is intended to be omitted from the law matter in boldface type in the above bill is proposed language an individuals moral character is necessarily determined by the individuals race or sex fan individual by virtue of the individuals race or sex bears responsibility for actions committed in the past by other members of the same race or sex g an individual should feel discomfort guilt anguish or any other form of psychological distress on account of the individuals race or sex or meritocracy or traits such as strong work ethic are racist or sexist or were created by members of particular race to oppress members of another race this subsections hall not be construed to prohibit the teaching of concepts that align with the academic performance standards learning standards or the statewide assessment system as established in chapter the state board of education may promulgate all necessary rules and regulations for the administration of this section any rule or portion of rule as that term is defined in section that is created under the authority delegated in this sections hall become effective only if it complies with and is subject to all of the provisions of chapter and if applicable section this section and chapter are non severable and if any of the powers vested with the general assembly pursuant to chapter to review to delay the effective date or to disapprove and annul rule are subsequently held unconstitutional then the grant of rule making authority and any rule proposed or adopted after august shall be invalid and void as used in this section institution of higher education means any approved public institution as defined in section no enrolled student of an institution of higher education shall be required to engage in any form of mandatory gender or sexual diversity training or counseling any orientation or requirement that presents any form of race or sex stereotyping or bias on the basis of race or sex is prohibited this subsections hall not be construed to prohibit voluntary counseling no employee of an institution of higher education shall require or make part of course the concept that one race or sex is inherently superior to another race or sex an individual by virtue of the individuals race or sex is inherently racist s exist or oppressive whether consciously or unconsciously an individual should be discriminated against or receive adverse treatment solely or partly because of the individuals race or sex members of one race or sex cannot and should not attempt to treat others without respect to race or sex an individuals moral character is necessarily determined by the individuals race or sex an individual by,"This bill prohibits public schools and institutions of higher education from requiring students to engage in any form of mandatory gender or sexual diversity training or counseling. The bill also prohibits public school employees and employees of institutions of higher education from requiring or making as a part of a course specified concepts including but not limited to: one race or sex is inherently superior to another race or sex; an individual's moral character is necessarily determined by the individual's race or sex; and an individual should feel discomfort, guilt, anguish, or any other form of psychological distress on account of the individual's race or sex.",MO HB75,train,section chapters and rs mo are amended by adding there to two new sections to be known as sections . the same definition as in section no pupil in any public schools hall be required to engage in any form of mandatory gender or sexual diversity training or counseling any orientation or requirement that presents any form of race or sex stereotyping or bias on the basis of race or sex is prohibited this subsections hall not be construed to prohibit voluntary counseling no teacher administrator or other employee of school district or public schools hall require or make part,0.39705882352941174,0.4153846153846154,0.40601503259652894,0.18681318681318682,0.18888888888888888,0.18784529886755608,0.3088235294117647,0.3230769230769231,0.31578946868675456
